条目编号	标题	处理类型	修改前	修改后	次数	上下文
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文句间空格	.Th	. Th	1	ersisted throughout human existence.The cults were extremely ancient, hav
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文句间空格	.Ea	. Ea	1	ired several lifetimes for research.Each cult clung to a different set of
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文句间空格	.Th	. Th	1	wards Luna from Earth-based rockets.This vanguard was commanded by Praeto
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文句间空格	.La	. La	1	acquire all of the Selenar research.Later on, the Selenar effectively poi
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	"most notable military campaigns of theGreat Crusade.

莱兰清洗是大远征中最著名的军事战役之一"
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	"战役之一。

**History 历史**

Scouts from theEmperor's ChildrenAdeptus Astartese"
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	tered a hitherto-unknownxenosrace, theLaer. Analysis of captured scouts a
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	iers, even artists. Observers from theAdeptus Administratumwondered if pe
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	er might be made a protectorate of theImperiumas conquering such an effic
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	the	the 	1	"ead. In one month's time, he said, theEaglewould rule Laeran.

福格瑞姆拒绝任何合作"
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	a	a 	1	couts capable of moving as fast as aLand Speeder, gunners whose eyesigh
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	Imperiumas	Imperium as	1	ight be made a protectorate of the Imperiumas conquering such an efficient race 
749	大远征时期 莱兰清洗 Cleansing of Laeran	恢复英文词间空格	Marinesin	Marines in	1	wed them to target individualSpace Marinesin squads miles distant. The casualti
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	than Slaughter was a battle during theGreat Crusadeby theWorld EatersLegi
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	"a battle during theGreat Crusadeby theWorld EatersLegion.

戈尔戈坦大屠杀是吞世者军团在"
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	of	of 	1	ys of the legion under the command ofAngron, theGolgothan Sectorwas one 
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	legion under the command ofAngron, theGolgothan Sectorwas one of the firs
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	ath. Due to its close proximity to theMaelstrom, mostImperialExplorator F
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	of	of 	1	agement of the campaign, the Siege ofSarum, that entered into World Eate
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	An	An 	1	"，但这是这场战役的第一次重大交战，萨勒姆围攻，进入了吞世者的传说。

AnAdeptus Mechanicusstation, Sarum wa"
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	lated and embattled for centuries, theTechpriestsof the world had become 
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	of	of 	1	 isolationist under the leadership ofRedjak. These crimson priests of th
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	ofRedjak. These crimson priests of theMachine Godpaid only lip service to
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	to	to 	1	heMachine Godpaid only lip service toMarsbut now found themselves under 
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	an	an 	1	ow found themselves under siege by anAbhumanempire known as theBrotherho
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	 siege by anAbhumanempire known as theBrotherhood of Ruinwhich commanded 
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	of	of 	1	therhood responded and sent a wave ofOrkTerror Shipsand gunboats which w
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	of	of 	1	-hundred strong World Eaters fleet ofBattle BargesandGrand Cruisers. Non
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	their	their 	1	"它是由安格隆本人领导的。

The World Eaters and theirLegio Audaxallies landed on the sur"
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	the	the 	1	therhood were blasted to pieces by theTitansof the Legio Audax. The embat
750	大远征时期 戈尔戈坦大屠杀 Golgothan Slaughter	恢复英文词间空格	Crusadeby	Crusade by	1	"hter was a battle during the Great Crusadeby the World EatersLegion.

戈尔戈坦大屠杀是吞"
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	of Gardinaal is a famous battle of theIron Handswhich took place during t
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	"eIron Handswhich took place during theGreat Crusade.

加迪纳尔领主之陨是大远征期间发生的一场"
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	of	of 	1	as focused on thehumancivilization ofGardinaal, whose rulers were trying
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	with protracted negotiations. When theThousand Sonsdetachment with Imperi
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	ychicabilities to influence talks, theAstartesmassacred them and gave the
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	erUlan Cicerusof theXVth Chapterof theUltramarinesSpace Marine Legionto c
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	nean ArmsmenandSerranic Peltastsof theImperial Armyas well as theLegio At
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	"tastsof theImperial Armyas well as theLegio AtarusTitan Legion.

入侵本身的重点是"
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	and	and 	1	nded by deploying his Ultramarines andTitansdirectly onto the Gardinaal f
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	 could only maintain a blockade of theGardinaal system. It was then thatF
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	of	of 	1	en thatFerrus Manusleading a force ofIron HandsandEmperor's Childrenarri
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	the	the 	1	ork of automated defences (such as theTarantula) andGun Servitors. This f
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	and	and 	1	ed defences (such as theTarantula) andGun Servitors. This freed up the Ir
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	their	their 	1	 next phase of Ferrus' plan, using theirLand Raidersto brutally advance on 
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	of	of 	1	eath these vehicles advanced waves ofRhinosandPredatorsmodified with exp
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	Chapterof	Chapter of	1	y FleetunderUlan Cicerusof theXVth Chapterof the UltramarinesSpace Marine Legio
751	大远征时期 加迪纳尔领主之陨 Fall of the Lords of Gardinaal	恢复英文词间空格	Legionto	Legion to	1	terof the UltramarinesSpace Marine Legionto conduct the campaign to subdue Gar
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	the	the 	1	f Galaspar was a campaign waged by theDeath Guardduring theGreat Crusade.
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	the	the 	1	aign waged by theDeath Guardduring theGreat Crusade. It was the first maj
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	by	by 	1	rst major independent action taken byMortarionafter taking command of hi
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	his	his 	1	"byMortarionafter taking command of hisLegion.

加拉斯帕征服是大远征期间死亡守卫发动的一场战役。这是"
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	against	against 	1	"第一次重大独立行动。

**Overview 概述**

Waged againstGalaspar, the capitalHive Worldof a"
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	the	the 	1	 had refused to accept the rule of theImperiumand opened fire onExplorato
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	on	on 	1	rule of theImperiumand opened fire onExploratorvessels and Imperial envo
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	on	on 	1	ers similar to his own experiences onBarbarus.So it was without warning 
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	the	the 	1	"shed through the outer defences of theGalaspar system.

在向袖珍帝国的首都巢都世界加拉斯帕"
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	and	and 	1	my defenses of asteroid-fortresses andFire Ships, Mortarion's fleet made 
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	the	the 	1	 from his personal assault barque, theFourth Horseman. The three kilomete
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	its	its 	1	" losses were also heavy, including itsFirst CaptainAntavus Barrazin.

然而，"
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	Guardduring	Guard during	1	 was a campaign waged by the Death Guardduring the Great Crusade. It was the firs
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	Mortarionafter	Mortarion after	1	" major independent action taken by Mortarionafter taking command of his Legion.

加拉斯"
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	Worldof	World of	1	 against Galaspar, the capitalHive Worldof a pocket empire, thehumancivilizat
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文词间空格	Imperiumand	Imperium and	1	 refused to accept the rule of the Imperiumand opened fire on Exploratorvessels a
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文句间空格	.So	. So	1	 to his own experiences on Barbarus.So it was without warning that the De
752	大远征时期 加拉斯帕征服 Conquest of Galaspar	恢复英文句间空格	.Ho	. Ho	1	enemy defenders survived the battle.However Death Guard losses were also 
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	the	the 	1	he War on Murder was a campaign of theGreat Crusadeon the world ofMurder.
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	of	of 	1	"gn of theGreat Crusadeon the world ofMurder.

谋杀战争是在谋杀星世界上的大远征战役。

"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	Crusadeon	Crusade on	1	"Murder was a campaign of the Great Crusadeon the world of Murder.

谋杀战争是在谋杀星世界上"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	the	the 	1	"*Overview 概述**

The war began when theBlood Angelsforce under CaptainKhit"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	of	of 	1	"次传输断言“这个世界就是谋杀”。

Later, a company ofEmperor's ChildrenunderEidolonarriv"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	with	with 	1	and assaulted by the Megarachnids, withSaul Tarvitzdiscovering that the Me
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	the	the 	1	"

With this new advantage,Horusled theLuna Wolves, Emperor's Children,Leg"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	and	and 	1	, Emperor's Children,Legio Mortis, andImperial Armysoldiers against the M
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	of	of 	1	ids.Sanguiniusleading a contingent ofBlood Angelsarrived soon after, and
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	of	of 	1	r the war was nearly done, a fleet ofInterexships arrived informing the 
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	Horusled	Horus led	1	"成致命天气的原因。

With this new advantage,Horusled the Luna Wolves, Emperor's Childre"
753	大远征时期 谋杀战争 War on Murder	恢复英文词间空格	Imperiumforces	Imperium forces	1	set up to contain the Megarachnids.Imperiumforces departed from the Murder to prepar
753	大远征时期 谋杀战争 War on Murder	恢复英文句间空格	.Af	. Af	1	 a tree-like construct for feasting.After destroying the tree, the storms
753	大远征时期 谋杀战争 War on Murder	恢复英文句间空格	.Sa	. Sa	1	mysoldiers against the Megarachnids.Sanguiniusleading a contingent of Blo
753	大远征时期 谋杀战争 War on Murder	恢复英文句间空格	.Im	. Im	1	 set up to contain the Megarachnids.Imperium forces departed from the Mur
754	大远征时期 奥瑞提安技术联盟战争 Auretian Technocracy War	恢复英文词间空格	the	the 	1	" Technocracy War was a campaign of theGreat Crusade.

奥瑞提安技术联盟战争是大远征的一场战役"
754	大远征时期 奥瑞提安技术联盟战争 Auretian Technocracy War	恢复英文词间空格	the	the 	1	orus' secret decision to overthrow theEmperorfollowing his experiences on
