段落ID,篇号,原译,校订译文,说明
A0849-B0011,849,据传说，网道的地图是在数千年前制作的，目前存放在混沌的黑色图书馆中。这张地图包含了许多早已丢失或被遗忘的秘密道路，尽管在后来的几年里，人们认为它并不完全准确。在灵族陨落期间，网道的大部分地区要么被毁，要么受损。众所周知，陨落的能量在无数地方破坏了网道的超空间路径。尽管受到了破坏，但网道仍然保持着方舟世界之间的联系，尽管它的一部分已被混沌领域破坏，并使这些部分无法通行。众所周知，灵族会对抗混沌对网道的入侵。那些在网道深处幸存下来的灵族最终被称为黑暗灵族，他们将其中的一部分作为自己的家。,据传，一幅绘于数千年前的网道地图现藏于混沌黑图书馆，其中记载了许多早已失落或被遗忘的秘密路径。不过，在后来的时代，人们已认为它并非完全准确。灵族之陨期间，网道有大片区域遭到摧毁或损坏，灾变释放的能量在无数地点撕裂了其中的超空间通路。尽管受创，网道仍维系着方舟世界之间的联系；但某些区域已被混沌领域侵入，无法再安全通行。灵族也会与侵入网道的混沌势力作战。那些在网道深处躲过灾变的灵族后来被称为黑暗灵族，并将网道的一部分作为家园。,Black Library of Chaos 是收藏混沌知识的灵族黑图书馆，名称不表示该馆属于混沌势力；详见第850篇。
A0849-B0013,849,与最初的形式相比，当代的网道发生了巨大的变化，因为它被灾难和战争撕裂了。在大远征期间，帝皇在泰拉上制造了黄金王座，作为进入网道的一种手段，以消除帝国对亚空间旅行和星语通讯的依赖。该计划涉及在网道中建造一个新的小段，并将其连接到废弃的灵族网络中。在荷鲁斯叛乱之前，赤红之马格努斯试图警告帝皇荷鲁斯的背叛，这一不幸的尝试造成了灵能上的干扰，之后网道的人造部分被亚空间实体入侵。从那时起，一名灵能者就需要留在黄金王座上，并守住网道和现实空间之间的门户。帝皇履行了这一职责。,历经灾难与战争的撕裂，如今的网道已与最初的模样大不相同。大远征期间，帝皇在泰拉建造黄金王座，试图以此进入网道，使帝国摆脱对亚空间航行和星语通讯的依赖。这一计划包括新建一小段网道，将其接入灵族废弃的网络。荷鲁斯之乱爆发前，赤红马格努斯试图警告帝皇荷鲁斯即将叛变，却因这次不幸的尝试引发灵能扰动，使亚空间实体侵入了人类建造的网道区域。此后，必须有一名灵能者留在黄金王座上，守住网道与现实空间之间的门户。帝皇承担了这一职责。,本篇英文写帝皇在大远征期间 created the Golden Throne，后文又以王座材料解释其防护缺陷。依原文保留本篇叙述；不据其他来源的发现、改造或年代说法擅自重写。
A0849-B0015,849,白色疤痕星际战士认为，他们的原体察合台可汗在网道的某个地方迷路了，他永远诅咒着引诱他进入网道的黑暗精灵，尽管经过9000年的流浪，这似乎不太可能。,白疤星际战士相信，他们的原体察合台可汗仍迷失在网道某处，不断诅咒那些将他诱入其中的黑暗灵族。不过，若他已这样流浪了九千年，这种说法似乎也不太可能。,本段是白疤的信念及原文作者的怀疑，未将可汗的下落或死亡判作已知事实。
A0849-B0018,849,网道作为一个迷宫存在于物质界和亚空间之间。它既作为两者的一部分存在，又不存在于两者之中。事实上，它被描述为不是一个真正的维度，而是一个复杂的毛细血管和动脉网络。这形成了一个由发光隧道构成的迷宫，宛如一幅由隐匿丝线编织而成的挂毯，这些丝线在现实空间与亚空间的帷幕之间延展。归根结底，这是一个跨越了不同维度的构造。其构造要素包括复杂的灵能防护以保护其免受破坏和超空间通路。如今的灵族并不完全了解网道的确切形状或形式。,网道是一座介于物质界与亚空间之间的迷宫：它兼具两者的性质，却又不真正属于其中任何一方。与其说它是一个完整的维度，不如说它是由毛细血管与动脉般的通路交织而成的复杂网络。发光的隧道构成迷宫，如同由隐秘丝线织成的挂毯，延展于现实空间与亚空间的帷幕之间。归根结底，网道是一种跨维度构造，既有超空间通路，也有防止其受损的复杂灵能屏障。如今的灵族已无法完全理解网道的确切形状与结构。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0022,849,在网络的破碎部分，存在着死胡同、迷宫，这些迷宫困住了无警戒、被遗弃或被摧毁的道路，有些甚至被恶魔居住。通往这些地方的大门都用符文密封，以防止任何未知的恐怖进入方舟世界。方舟世界在网道中的位置是其先知保守的秘密。,网道的破损区域中，既有死路，也有会困住粗心旅人的迷宫；有些通道已被废弃或摧毁，有些甚至盘踞着恶魔。通往这些地方的门户都以符文封死，防止未知的恐怖之物进入方舟世界。各座方舟世界在网道中的位置，则是由其先知严守的秘密。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0024,849,进入网道的人工门户，如墓石之门提供的门户，既不稳定，也不容易控制。此外，网道本身设法在其走廊中检测到这些漏洞，并密封这些受感染的分支，直到危险过去。当网络试图纠正漏洞时，这些地区的任何航行者都可能面临破坏。,墓石之门之类的人工入口既不稳定，也难以控制。网道本身还能察觉走廊中出现的这些缺口，并封闭受侵入的支路，直到威胁消退。网道试图修复缺口时，身处这些区域的旅人都可能遭到毁灭。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0026,849,网道被用来在太空中连接灵族帝国，但也有理论认为它在时间上前后延伸。然而，由于担心后果，灵族从未尝试过网道的时间方面。更神秘的丑角说，在网道的偏远地区，时间的流动似乎是相反的，或者根本不流动。时间倒流的网道地区被称为威格比拉赫。网道中时间不流动的位置被称为惯性交汇点。审判官布罗尼斯瓦夫·切瓦克提出理论，认为不断穿越网道是灵族种族长寿的部分原因。切瓦克本人在网道度过了几十年，这使他的身体衰老逆转了几个世纪。,网道曾在空间上联结整个灵族帝国，也有人推测，它的通路还可能向过去与未来延伸。但灵族因畏惧后果，从未尝试探索网道在时间上的这一面。更为神秘的丑角声称，在网道偏远的区域，时间似乎会倒流，甚至完全停滞。时间倒流的区域被称为“威格比拉赫”，时间停止流动之处则叫作“惯性交汇点”。审判官布罗尼斯瓦夫·切瓦克推测，频繁穿越网道，可能是灵族长寿的部分原因。切瓦克本人在网道中度过数十年，身体的衰老却逆转了数个世纪。,区分关于网道时间结构、灵族长寿原因的推测，与本篇对切瓦克个人经历的陈述。
A0849-B0027,849,Uses 使用,Uses 用途,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0029,849,通过大型动脉通道，飞船能够进入网道，并允许灵族在整个星系中移动，以发动战争。然而，大多数这样的隧道只能允许小规模的打击部队步行，或者可能允许车辆进入他们的门口。在方舟世界的船体中，有一个网道门枢纽，将它们连接到网道网络。风暴蝮蛇配备有便携式传送门发生器，这些发生器能为幽魂门提供动力，从而让灵族部队得以直接传送至战场。,宽阔的主干通道足以供飞船进入网道，让灵族穿越银河发动战争。不过，大多数隧道只能容许小股突击部队徒步通行，至多再让一些车辆通过入口。方舟世界的舰体内设有网道门户枢纽，将它们接入网道网络。风暴蝮蛇搭载便携式传送门发生器，为幽魂门供能，使灵族部队能够直接抵达战场。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0035,849,该网络的各个部分也受到被称为灵能毒蜂的黄蜂般的灵能掠食者的侵扰。,网道的部分区域还受到灵能毒蜂侵扰。这是一种形似黄蜂的灵能掠食者。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0849-B0037,849,众所周知，死灵会使用网道，因为他们是一个没有灵能者的物种。没有网道，他们将被迫依靠缓慢移动的停滞船，这将使他们陷入孤立。,太空死灵也会使用网道。它们没有灵能者；若无法利用网道，就只能依赖航速缓慢的停滞船，彼此陷入隔绝。,英文将网道说成太空死灵避免依赖慢速停滞船的必要途径。此为本篇所载说法；若其他篇记有不同的超光速技术，不据此删改本段。
A0849-B0039,849,尽管他们的门口有一定程度的保护，但众所周知，恶魔发现网道是进入方舟世界的便捷途径。,尽管网道门户设有一定程度的防护，恶魔仍会将网道视为侵入方舟世界的便捷途径。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0850-B0002,850,混沌黑图书馆（也被称为黑色图书馆）是灵族的遗忘传说知识库。,混沌黑图书馆（通常简称黑图书馆）是灵族收藏禁忌知识的宝库。,forbidden lore 是“禁忌知识”，不是 forgotten lore“遗忘的知识”。Black Library 简称统一黑图书馆；原“黑色图书馆”留在原译对照。
A0850-B0005,850,,历史,原稿缺少中文，依据英文补译。
A0850-B0007,850,灵族之陨后，方舟世界成为他们古老知识的唯一幸存来源。随着方舟世界的疏远，这些知识也因此变得支离破碎，随着一些方舟世界在数千年的时间里消失了，更多的知识也随之消失了。图书馆是灵族关于混沌的唯一未被触及的知识来源。它是由西高奇（更为人所知是笑神）创造的，尽管其目的只能猜测。因此，黑色图书馆由丑角守卫，如落月面具。,灵族之陨后，方舟世界成为保存其古老知识的唯一源头。随着各座方舟世界逐渐分散，这些知识也日益零碎；数千年间，一些方舟世界失踪，又有更多知识随之失落。唯有黑图书馆完整保存了灵族关于混沌的知识。它由西高奇——更广为人知的名号是笑神——创建，目的却只能猜测。黑图书馆因此受到丑角的守护，落月假面剧团便是守卫者之一。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0850-B0011,850,灵族将黑色图书馆称为存在于网道内的黑暗方舟世界，远远超出了帝国的范围。里面收集了描述灵族对亚空间研究的巨著和著作。这些著作描述了混沌的各个方面：它的危险、承诺和恐怖。图书馆被封闭在一个几乎无法穿透的灵能屏障内，由其文士守护者监视和维护，他们整理和转录图书馆的知识 — 这是他们自陨落以来一直在进行的一项任务，并由黑色议会提供建议：一群方舟灵族最伟大的先知。它不仅包含了灵族关于混沌的知识；任何关于混沌的知识都会被拿走并保存在图书馆里，比如马格努斯之书的副本。对于那些与混沌作斗争的人来说，它既是一个知识来源，也是一个隐藏危险知识并保护其免受滥用的秘库。,在灵族的描述中，黑图书馆是一座位于网道内的黑暗方舟世界，远在帝国势力所不能及之处。馆内收藏着灵族研究亚空间的典籍与著述，记载了混沌的种种危险、诱惑与恐怖。黑图书馆笼罩在一道几乎无法穿透的灵能屏障中，由文士守护者看护与维护。他们自灵族之陨以来便一直整理、抄录馆内知识，并接受黑色议会的建议；这个议会由方舟灵族最杰出的几位大先知组成。馆藏并不限于灵族自己的研究成果：任何关于混沌的知识都会被收集、保存于此，例如《马格努斯之书》的副本。它既为对抗混沌者提供知识，也是一座秘库，将危险的知识藏好，防止别有用心之人滥用。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
